keyword,date,value
ernest jones,2011-04-09 03:00:00+03:00,128.6153846153846
ernest jones,2011-04-16 03:00:00+03:00,122.76923076923076
ernest jones,2011-04-23 03:00:00+03:00,119.84615384615384
ernest jones,2011-04-30 03:00:00+03:00,131.53846153846152
ernest jones,2011-05-07 03:00:00+03:00,134.46153846153845
ernest jones,2011-05-14 03:00:00+03:00,143.23076923076923
ernest jones,2011-05-21 03:00:00+03:00,128.6153846153846
ernest jones,2011-05-28 03:00:00+03:00,122.76923076923076
ernest jones,2011-06-04 03:00:00+03:00,125.69230769230768
ernest jones,2011-06-11 03:00:00+03:00,125.69230769230768
ernest jones,2011-06-18 03:00:00+03:00,154.9230769230769
ernest jones,2011-06-25 03:00:00+03:00,146.15384615384613
ernest jones,2011-07-02 03:00:00+03:00,134.46153846153845
ernest jones,2011-07-09 03:00:00+03:00,152.0
ernest jones,2011-07-16 03:00:00+03:00,154.9230769230769
ernest jones,2011-07-23 03:00:00+03:00,154.9230769230769
ernest jones,2011-07-30 03:00:00+03:00,149.07692307692307
ernest jones,2011-08-06 03:00:00+03:00,146.15384615384613
ernest jones,2011-08-13 03:00:00+03:00,154.9230769230769
ernest jones,2011-08-20 03:00:00+03:00,157.84615384615384
ernest jones,2011-08-27 03:00:00+03:00,149.07692307692307
ernest jones,2011-09-03 03:00:00+03:00,152.0
ernest jones,2011-09-10 03:00:00+03:00,157.84615384615384
ernest jones,2011-09-17 03:00:00+03:00,137.3846153846154
ernest jones,2011-09-24 03:00:00+03:00,137.3846153846154
ernest jones,2011-10-01 03:00:00+03:00,134.46153846153845
ernest jones,2011-10-08 03:00:00+03:00,152.0
ernest jones,2011-10-15 03:00:00+03:00,140.3076923076923
ernest jones,2011-10-22 03:00:00+03:00,152.0
ernest jones,2011-10-29 03:00:00+03:00,160.76923076923077
ernest jones,2011-11-05 02:00:00+02:00,163.69230769230768
ernest jones,2011-11-12 02:00:00+02:00,187.07692307692307
ernest jones,2011-11-19 02:00:00+02:00,198.76923076923075
ernest jones,2011-11-26 02:00:00+02:00,228.0
ernest jones,2011-12-03 02:00:00+02:00,230.9230769230769
ernest jones,2011-12-10 02:00:00+02:00,263.07692307692304
ernest jones,2011-12-17 02:00:00+02:00,251.38461538461536
ernest jones,2011-12-24 02:00:00+02:00,251.38461538461536
ernest jones,2011-12-31 02:00:00+02:00,292.30769230769226
ernest jones,2012-01-07 02:00:00+02:00,210.46153846153845
ernest jones,2012-01-14 02:00:00+02:00,178.3076923076923
ernest jones,2012-01-21 02:00:00+02:00,166.6153846153846
ernest jones,2012-01-28 02:00:00+02:00,169.53846153846152
ernest jones,2012-02-04 02:00:00+02:00,143.23076923076923
ernest jones,2012-02-11 02:00:00+02:00,160.76923076923077
ernest jones,2012-02-18 02:00:00+02:00,157.84615384615384
ernest jones,2012-02-25 02:00:00+02:00,137.3846153846154
ernest jones,2012-03-03 02:00:00+02:00,131.53846153846152
ernest jones,2012-03-10 02:00:00+02:00,131.53846153846152
ernest jones,2012-03-17 02:00:00+02:00,134.46153846153845
ernest jones,2012-03-24 02:00:00+02:00,114.0
ernest jones,2012-03-31 03:00:00+03:00,99.38461538461537
ernest jones,2012-04-07 03:00:00+03:00,105.23076923076923
ernest jones,2012-04-14 03:00:00+03:00,102.3076923076923
ernest jones,2012-04-21 03:00:00+03:00,116.92307692307692
ernest jones,2012-04-28 03:00:00+03:00,128.6153846153846
ernest jones,2012-05-05 03:00:00+03:00,119.84615384615384
ernest jones,2012-05-12 03:00:00+03:00,119.84615384615384
ernest jones,2012-05-19 03:00:00+03:00,114.0
ernest jones,2012-05-26 03:00:00+03:00,102.3076923076923
ernest jones,2012-06-02 03:00:00+03:00,105.23076923076923
ernest jones,2012-06-09 03:00:00+03:00,128.6153846153846
ernest jones,2012-06-16 03:00:00+03:00,137.3846153846154
ernest jones,2012-06-23 03:00:00+03:00,146.15384615384613
ernest jones,2012-06-30 03:00:00+03:00,140.3076923076923
ernest jones,2012-07-07 03:00:00+03:00,140.3076923076923
ernest jones,2012-07-14 03:00:00+03:00,157.84615384615384
ernest jones,2012-07-21 03:00:00+03:00,140.3076923076923
ernest jones,2012-07-28 03:00:00+03:00,108.15384615384615
ernest jones,2012-08-04 03:00:00+03:00,125.69230769230768
ernest jones,2012-08-11 03:00:00+03:00,122.76923076923076
ernest jones,2012-08-18 03:00:00+03:00,131.53846153846152
ernest jones,2012-08-25 03:00:00+03:00,125.69230769230768
ernest jones,2012-09-01 03:00:00+03:00,134.46153846153845
ernest jones,2012-09-08 03:00:00+03:00,116.92307692307692
ernest jones,2012-09-15 03:00:00+03:00,122.76923076923076
ernest jones,2012-09-22 03:00:00+03:00,119.84615384615384
ernest jones,2012-09-29 03:00:00+03:00,122.76923076923076
ernest jones,2012-10-06 03:00:00+03:00,128.6153846153846
ernest jones,2012-10-13 03:00:00+03:00,125.69230769230768
ernest jones,2012-10-20 03:00:00+03:00,131.53846153846152
ernest jones,2012-10-27 03:00:00+03:00,143.23076923076923
ernest jones,2012-11-03 02:00:00+02:00,131.53846153846152
ernest jones,2012-11-10 02:00:00+02:00,154.9230769230769
ernest jones,2012-11-17 02:00:00+02:00,172.46153846153845
ernest jones,2012-11-24 02:00:00+02:00,192.9230769230769
ernest jones,2012-12-01 02:00:00+02:00,201.69230769230768
ernest jones,2012-12-08 02:00:00+02:00,236.76923076923075
ernest jones,2012-12-15 02:00:00+02:00,207.53846153846152
ernest jones,2012-12-22 02:00:00+02:00,222.15384615384613
ernest jones,2012-12-29 02:00:00+02:00,271.8461538461538
ernest jones,2013-01-05 02:00:00+02:00,195.84615384615384
ernest jones,2013-01-12 02:00:00+02:00,149.07692307692307
ernest jones,2013-01-19 02:00:00+02:00,140.3076923076923
ernest jones,2013-01-26 02:00:00+02:00,143.23076923076923
ernest jones,2013-02-02 02:00:00+02:00,131.53846153846152
ernest jones,2013-02-09 02:00:00+02:00,137.3846153846154
ernest jones,2013-02-16 02:00:00+02:00,137.3846153846154
ernest jones,2013-02-23 02:00:00+02:00,114.0
ernest jones,2013-03-02 02:00:00+02:00,128.6153846153846
ernest jones,2013-03-09 02:00:00+02:00,131.53846153846152
ernest jones,2013-03-16 02:00:00+02:00,111.07692307692307
ernest jones,2013-03-23 02:00:00+02:00,116.92307692307692
ernest jones,2013-03-30 02:00:00+02:00,116.92307692307692
ernest jones,2013-04-06 03:00:00+03:00,108.15384615384615
ernest jones,2013-04-13 03:00:00+03:00,111.07692307692307
ernest jones,2013-04-20 03:00:00+03:00,111.07692307692307
ernest jones,2013-04-27 03:00:00+03:00,111.07692307692307
ernest jones,2013-05-04 03:00:00+03:00,114.0
ernest jones,2013-05-11 03:00:00+03:00,111.07692307692307
ernest jones,2013-05-18 03:00:00+03:00,105.23076923076923
ernest jones,2013-05-25 03:00:00+03:00,108.15384615384615
ernest jones,2013-06-01 03:00:00+03:00,111.07692307692307
ernest jones,2013-06-08 03:00:00+03:00,96.46153846153845
ernest jones,2013-06-15 03:00:00+03:00,114.0
ernest jones,2013-06-22 03:00:00+03:00,128.6153846153846
ernest jones,2013-06-29 03:00:00+03:00,137.3846153846154
ernest jones,2013-07-06 03:00:00+03:00,128.6153846153846
ernest jones,2013-07-13 03:00:00+03:00,111.07692307692307
ernest jones,2013-07-20 03:00:00+03:00,116.92307692307692
ernest jones,2013-07-27 03:00:00+03:00,134.46153846153845
ernest jones,2013-08-03 03:00:00+03:00,137.3846153846154
ernest jones,2013-08-10 03:00:00+03:00,125.69230769230768
ernest jones,2013-08-17 03:00:00+03:00,122.76923076923076
ernest jones,2013-08-24 03:00:00+03:00,122.76923076923076
ernest jones,2013-08-31 03:00:00+03:00,125.69230769230768
ernest jones,2013-09-07 03:00:00+03:00,119.84615384615384
ernest jones,2013-09-14 03:00:00+03:00,114.0
ernest jones,2013-09-21 03:00:00+03:00,114.0
ernest jones,2013-09-28 03:00:00+03:00,108.15384615384615
ernest jones,2013-10-05 03:00:00+03:00,111.07692307692307
ernest jones,2013-10-12 03:00:00+03:00,111.07692307692307
ernest jones,2013-10-19 03:00:00+03:00,116.92307692307692
ernest jones,2013-10-26 03:00:00+03:00,125.69230769230768
ernest jones,2013-11-02 02:00:00+02:00,125.69230769230768
ernest jones,2013-11-09 02:00:00+02:00,137.3846153846154
ernest jones,2013-11-16 02:00:00+02:00,154.9230769230769
ernest jones,2013-11-23 02:00:00+02:00,160.76923076923077
ernest jones,2013-11-30 02:00:00+02:00,195.84615384615384
ernest jones,2013-12-07 02:00:00+02:00,190.0
ernest jones,2013-12-14 02:00:00+02:00,213.38461538461536
ernest jones,2013-12-21 02:00:00+02:00,225.07692307692307
ernest jones,2013-12-28 02:00:00+02:00,254.3076923076923
ernest jones,2014-01-04 02:00:00+02:00,190.0
ernest jones,2014-01-11 02:00:00+02:00,157.84615384615384
ernest jones,2014-01-18 02:00:00+02:00,143.23076923076923
ernest jones,2014-01-25 02:00:00+02:00,137.3846153846154
ernest jones,2014-02-01 02:00:00+02:00,128.6153846153846
ernest jones,2014-02-08 02:00:00+02:00,125.69230769230768
ernest jones,2014-02-15 02:00:00+02:00,131.53846153846152
ernest jones,2014-02-22 02:00:00+02:00,111.07692307692307
ernest jones,2014-03-01 02:00:00+02:00,114.0
ernest jones,2014-03-08 02:00:00+02:00,105.23076923076923
ernest jones,2014-03-15 02:00:00+02:00,99.38461538461537
ernest jones,2014-03-22 02:00:00+02:00,99.38461538461537
ernest jones,2014-03-29 02:00:00+02:00,116.92307692307692
ernest jones,2014-04-05 03:00:00+03:00,99.38461538461537
ernest jones,2014-04-12 03:00:00+03:00,99.38461538461537
ernest jones,2014-04-19 03:00:00+03:00,96.46153846153845
ernest jones,2014-04-26 03:00:00+03:00,96.46153846153845
ernest jones,2014-05-03 03:00:00+03:00,99.38461538461537
ernest jones,2014-05-10 03:00:00+03:00,96.46153846153845
ernest jones,2014-05-17 03:00:00+03:00,90.61538461538461
ernest jones,2014-05-24 03:00:00+03:00,93.53846153846153
ernest jones,2014-05-31 03:00:00+03:00,96.46153846153845
ernest jones,2014-06-07 03:00:00+03:00,99.38461538461537
ernest jones,2014-06-14 03:00:00+03:00,90.61538461538461
ernest jones,2014-06-21 03:00:00+03:00,116.92307692307692
ernest jones,2014-06-28 03:00:00+03:00,114.0
ernest jones,2014-07-05 03:00:00+03:00,128.6153846153846
ernest jones,2014-07-12 03:00:00+03:00,119.84615384615384
ernest jones,2014-07-19 03:00:00+03:00,125.69230769230768
ernest jones,2014-07-26 03:00:00+03:00,111.07692307692307
ernest jones,2014-08-02 03:00:00+03:00,105.23076923076923
ernest jones,2014-08-09 03:00:00+03:00,105.23076923076923
ernest jones,2014-08-16 03:00:00+03:00,111.07692307692307
ernest jones,2014-08-23 03:00:00+03:00,105.23076923076923
ernest jones,2014-08-30 03:00:00+03:00,105.23076923076923
ernest jones,2014-09-06 03:00:00+03:00,99.38461538461537
ernest jones,2014-09-13 03:00:00+03:00,105.23076923076923
ernest jones,2014-09-20 03:00:00+03:00,105.23076923076923
ernest jones,2014-09-27 03:00:00+03:00,93.53846153846153
ernest jones,2014-10-04 03:00:00+03:00,96.46153846153845
ernest jones,2014-10-11 03:00:00+03:00,102.3076923076923
ernest jones,2014-10-18 03:00:00+03:00,108.15384615384615
ernest jones,2014-10-25 03:00:00+03:00,111.07692307692307
ernest jones,2014-11-01 02:00:00+02:00,119.84615384615384
