keyword,parent,company,funnel,until_date,status,date_range_start,date_range_end,data_points,error
contigo,sandro,Vecima Networks Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
transat,sandro,Transat A.T. Inc.D,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
air transat,american eagle outfitters,Transat A.T. Inc.D,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
marlin travel,boot barn,Transat A.T. Inc.D,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
look voyages,boot barn,Transat A.T. Inc.D,branded,2010-01-31,failed,,,0,"HTTPSConnectionPool(host='realtime.oxylabs.io', port=443): Read timed out. (read timeout=60)"
nolitours,trustpilot,Transat A.T. Inc.D,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
spin master,under armour,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
paw patrol,answear,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hatchimals,mister car wash,Spin Master CorpD,branded,2015-09-30,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
bakugan,boot barn,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
monster jam,under armour,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gund,sandro,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
etch a sketch,mister car wash,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rubiks cube,sandro,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kinetic sand,card factory,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tech deck,answear,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
zoomer,mister car wash,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
meccano,boot barn,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
toca boca,american eagle outfitters,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sago mini,trustpilot,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dc comics toys,boot barn,Spin Master CorpD,branded,2015-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
supremex,boot barn,Supremex Inc.D,branded,2016-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
stuart packaging,mister car wash,Supremex Inc.D,branded,2016-06-30,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
durivage packaging,card factory,Supremex Inc.D,branded,2016-06-30,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
custom envelope,american eagle outfitters,Supremex Inc.D,branded,2016-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
royal envelope,mister car wash,Supremex Inc.D,branded,2016-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
promark packaging,sandro,Supremex Inc.D,branded,2016-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
balcan packaging,trustpilot,Supremex Inc.D,branded,2016-06-30,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
impression paragraph inc.,under armour,Supremex Inc.D,branded,2016-06-30,NOT_NORMALIZED,,,0,No data for impression paragraph inc. in window 1
eagle folding cartons,american eagle outfitters,Supremex Inc.D,branded,2016-06-30,NOT_NORMALIZED,,,0,No data for eagle folding cartons in window 1
specialty envelope,under armour,Supremex Inc.D,branded,2016-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
métro envelope,mister car wash,Supremex Inc.D,branded,2016-06-30,NOT_NORMALIZED,,,0,No data for métro envelope in window 1
savaria,under armour,Savaria CorporationD,branded,2014-06-30,failed,,,0,"HTTPSConnectionPool(host='realtime.oxylabs.io', port=443): Read timed out. (read timeout=60)"
handicare,trustpilot,Savaria CorporationD,branded,2014-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
roots,sandro,Roots Corp.D,branded,2017-10-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pizza pizza,under armour,Pizza Pizza Royalty Corp.D,branded,2010-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pizza 73,under armour,Pizza Pizza Royalty Corp.D,branded,2010-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pollard banknote,american eagle outfitters,Pollard Banknote LimitedD,branded,2015-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
neopollard interactive,card factory,Pollard Banknote LimitedD,branded,2015-03-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
diamond game,sandro,Pollard Banknote LimitedD,branded,2015-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
mkodo,answear,Pollard Banknote LimitedD,branded,2015-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
cashmere,under armour,"KP Tissue, Inc.D",branded,2012-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
spongetowels,webjet,"KP Tissue, Inc.D",branded,2012-12-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
scotties,card factory,"KP Tissue, Inc.D",branded,2012-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
purex,webjet,"KP Tissue, Inc.D",branded,2012-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
white swan,webjet,"KP Tissue, Inc.D",branded,2012-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bonterra,under armour,"KP Tissue, Inc.D",branded,2012-12-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421483749197494273) | keyword='bonterra', date_from='2021-01-26', date_to='2026-01-25' | No Content"
kits,webjet,Kits Eyecare Ltd.D,branded,2020-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kits eyecare,under armour,Kits Eyecare Ltd.D,branded,2020-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
canada goose,answear,"Canada Goose Holdings, Inc.D",branded,2017-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
baffin,trustpilot,"Canada Goose Holdings, Inc.D",branded,2017-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gildan,sandro,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gold toe,mister car wash,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
peds,under armour,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
secret,trustpilot,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
silks,answear,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
anvil,trustpilot,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
comfort colors,card factory,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
american apparel,under armour,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
prim + proper,boot barn,Gildan Activewear Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gamehost inc.,american eagle outfitters,Gamehost Inc.D,branded,2010-03-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421485680531866625) | keyword='gamehost inc.', date_from='2021-01-26', date_to='2026-01-25' | No Content"
great northern casino,sandro,Gamehost Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
boomtown casino,answear,Gamehost Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
d-box,card factory,D-BOX Technologies Inc. Class AD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cineplex,under armour,Cineplex Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
the rec room,card factory,Cineplex Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
playdium,american eagle outfitters,Cineplex Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cineplex store,american eagle outfitters,Cineplex Inc.D,branded,2010-03-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421486842580610049) | keyword='cineplex store', date_from='2021-01-26', date_to='2026-01-25' | No Content"
cineplex events,american eagle outfitters,Cineplex Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
scene+,sandro,Cineplex Inc.D,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
boyd autobody & glass,boot barn,Boyd Group Services IncD,branded,2010-09-30,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
gerber collision & glass,under armour,Boyd Group Services IncD,branded,2010-09-30,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421487407465244673) | keyword='gerber collision & glass', date_from='2016-02-28', date_to='2021-02-27' | No Content"
speedy auto glass,trustpilot,Boyd Group Services IncD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
glass america,trustpilot,Boyd Group Services IncD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
blue ant media,american eagle outfitters,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cottage life,trustpilot,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
t+e,answear,Blue Ant Media CorporationD,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421488686027532289) | keyword='t+e', date_from='2016-02-28', date_to='2021-02-27' | No Content"
aux tv,trustpilot,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bite tv,mister car wash,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
iqz,boot barn,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
love nature,american eagle outfitters,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
smithsonian channel canada,under armour,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bbc earth canada,boot barn,Blue Ant Media CorporationD,branded,2010-01-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
makeful,mister car wash,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
a side tv,mister car wash,Blue Ant Media CorporationD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
omnia media,mister car wash,Blue Ant Media CorporationD,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421490107254866945) | keyword='omnia media', date_from='2011-04-05', date_to='2016-04-04' | No Content"
northern banner releasing,webjet,Blue Ant Media CorporationD,branded,2010-01-31,NOT_NORMALIZED,,,0,No data for northern banner releasing in window 1
a&w,boot barn,"A&W Food Services of Canada, Inc.D",branded,2025-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
aritzia,sandro,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tna,answear,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wilfred,answear,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
babaton,card factory,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sunday best,american eagle outfitters,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
super world,webjet,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
denim forum,american eagle outfitters,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
auxiliary,american eagle outfitters,"Aritzia, Inc.D",branded,2016-11-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
reitmans,card factory,Reitmans (Canada) LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
penningtons,under armour,Reitmans (Canada) LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
addition elle,trustpilot,Reitmans (Canada) LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rwco,webjet,Reitmans (Canada) LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
thyme maternity,american eagle outfitters,Reitmans (Canada) LimitedD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hyba,american eagle outfitters,Reitmans (Canada) LimitedD,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421492192725702657) | keyword='hyba', date_from='2021-01-26', date_to='2026-01-25' | No Content"
do & co,answear,DO & CO AktiengesellschaftD,branded,2011-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
henry am zug,trustpilot,DO & CO AktiengesellschaftD,branded,2011-06-30,NOT_NORMALIZED,,,0,No data for henry am zug in window 1
do & co hotel,american eagle outfitters,DO & CO AktiengesellschaftD,branded,2011-06-30,failed,,,0,"HTTPSConnectionPool(host='realtime.oxylabs.io', port=443): Read timed out. (read timeout=60)"
demel,american eagle outfitters,DO & CO AktiengesellschaftD,branded,2011-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
käfer,trustpilot,DO & CO AktiengesellschaftD,branded,2011-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
eurest,mister car wash,DO & CO AktiengesellschaftD,branded,2011-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
zalando,trustpilot,Zalando SED,branded,2014-12-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421493364756879361) | keyword='zalando', date_from='2021-01-26', date_to='2026-01-25' | No Content"
zalando lounge,mister car wash,Zalando SED,branded,2014-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
zircle,sandro,Zalando SED,branded,2014-12-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
tonies,under armour,tonies SE Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tipp24,webjet,ZEAL Network SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lotto24,answear,ZEAL Network SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
mister spex,under armour,Mister Spex SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
global fashion group,webjet,Global Fashion Group S.A.D,branded,2019-06-30,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421494740689912833) | keyword='global fashion group', date_from='2016-02-28', date_to='2021-02-27' | No Content"
zalora,webjet,Global Fashion Group S.A.D,branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dafiti,sandro,Global Fashion Group S.A.D,branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
the iconic,sandro,Global Fashion Group S.A.D,branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lamoda,under armour,Global Fashion Group S.A.D,branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
namshi,american eagle outfitters,Global Fashion Group S.A.D,branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
eventim,american eagle outfitters,CTS Eventim AG & Co. KGaAD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ticketcorner,sandro,CTS Eventim AG & Co. KGaAD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ticketone,under armour,CTS Eventim AG & Co. KGaAD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fkp scorpio,boot barn,CTS Eventim AG & Co. KGaAD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
deag,webjet,CTS Eventim AG & Co. KGaAD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
edel,sandro,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
edel music,american eagle outfitters,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
edel kids,answear,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
earmusic,answear,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
arthaus musik,under armour,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
contumax,sandro,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jahreszeiten verlag,sandro,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pandastorm pictures,webjet,Edel SE & Co. KGAAD,branded,2010-01-31,NOT_NORMALIZED,,,0,No data for pandastorm pictures in window 1
eden books,under armour,Edel SE & Co. KGAAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
borussia dortmund,boot barn,Borussia Dortmund GmbH & Co. KGaAD,branded,2014-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bike24,american eagle outfitters,Bike24 Holding AGD,branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nivea,card factory,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
eucerin,mister car wash,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
la prairie,mister car wash,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hansaplast,trustpilot,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
elastoplast,answear,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
labello,boot barn,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
florena,under armour,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
8x4,american eagle outfitters,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hidrofugal,answear,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tesa,answear,Beiersdorf AGD,branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hometogo,boot barn,HomeToGo SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
casamundo,under armour,HomeToGo SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wimdu,answear,HomeToGo SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
trippingcom,mister car wash,HomeToGo SED,branded,2010-01-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
traum ferienwohnungen,under armour,HomeToGo SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
belvilla,trustpilot,HomeToGo SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dancenter,boot barn,HomeToGo SED,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
