keyword,parent,company,funnel,until_date,status,date_range_start,date_range_end,data_points,error
trivago,sandro,trivago N.V. Sponsored ADR Class ADR,branded,2016-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
deezer,answear,Deezer SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nip group,answear,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nip group environmental,answear,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nip group transportation,boot barn,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
nip group healthcare,american eagle outfitters,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
nip group public entity,sandro,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,NOT_NORMALIZED,,,0,No data for nip group public entity in window 1
nip group real estate,sandro,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,NOT_NORMALIZED,,,0,No data for nip group real estate in window 1
nip group construction,webjet,NIP Group Inc. Sponsored ADRDR,branded,2025-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
ten lifestyle group,boot barn,Ten Lifestyle Group PLC,branded,2010-01-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
aerkomm,answear,Mega Matrix Inc.,branded,2010-03-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
marsprotocol,card factory,Mega Matrix Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
podcastone,card factory,"PodcastOne, Inc.",branded,2023-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ulta beauty,trustpilot,"Ulta Beauty, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dick's sporting goods,american eagle outfitters,Dick's Sporting Goods Inc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
golf galaxy,sandro,Dick's Sporting Goods Inc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
field & stream,card factory,Dick's Sporting Goods Inc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
public lands,answear,Dick's Sporting Goods Inc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dsg,under armour,Dick's Sporting Goods Inc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wayfair,american eagle outfitters,ayfair Inc.,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
joss & main,american eagle outfitters,ayfair Inc.,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
allmodern,webjet,ayfair Inc.,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
birch lane,american eagle outfitters,ayfair Inc.,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
perigold,mister car wash,ayfair Inc.,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wayfair professional,card factory,ayfair Inc.,branded,2014-09-30,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
white barn candle company,answear,"Bath & Body Works, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
academy sports and outdoors,boot barn,"Academy Sports and Outdoors, Inc.",branded,2020-07-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dunelm,under armour,Dunelm Group plc,branded,2016-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
watches of switzerland,answear,Watches of Switzerland Group PLC,branded,2024-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
goldsmiths,american eagle outfitters,Watches of Switzerland Group PLC,branded,2024-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
mappin & webb,answear,Watches of Switzerland Group PLC,branded,2024-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
mayors,sandro,Watches of Switzerland Group PLC,branded,2024-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
savers,webjet,"Savers Value Village, Inc.",branded,2023-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
value village,american eagle outfitters,"Savers Value Village, Inc.",branded,2023-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
unique thrift store,boot barn,"Savers Value Village, Inc.",branded,2023-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
village des valeurs,mister car wash,"Savers Value Village, Inc.",branded,2023-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sally beauty,under armour,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cosmoprof,boot barn,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ion,webjet,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pravana,card factory,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
generic value products,boot barn,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fingerpaints,sandro,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
beyond the zone,trustpilot,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
salon care,trustpilot,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
camping world,boot barn,"Camping World Holdings, Inc.",branded,2016-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
good sam,answear,"Camping World Holdings, Inc.",branded,2016-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gander rv & outdoors,answear,"Camping World Holdings, Inc.",branded,2016-09-30,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421506219275196417) | keyword='gander rv & outdoors', date_from='2021-01-26', date_to='2026-01-25' | No Content"
overton's,card factory,"Camping World Holdings, Inc.",branded,2016-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cewe,under armour,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cewe photobook,webjet,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
whitewall,answear,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cheerz,under armour,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pixum,mister car wash,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fotolab,card factory,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dm-fotoservice,webjet,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rossmann fotoservice,boot barn,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421507224310158337) | keyword='rossmann fotoservice', date_from='2021-01-26', date_to='2026-01-25' | No Content"
müller fotoservice,card factory,CEWE Stiftung & Co. KGaAD,branded,2010-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
build-a-bear workshop,under armour,"Build-A-Bear Workshop, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
marinemax,trustpilot,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fraser yachts,under armour,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
northrop & johnson,american eagle outfitters,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
cruisers yachts,card factory,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
intrepid powerboats,mister car wash,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
skipperbud's,american eagle outfitters,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
cleopatra marina,under armour,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
prestige yacht sales,boot barn,"MarineMax, Inc. (FL)",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
betterware,trustpilot,"Betterware de Mexico, S.A.P.I. de C.V.",branded,2020-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jafra,card factory,"Betterware de Mexico, S.A.P.I. de C.V.",branded,2020-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dallas gold & silver exchange,american eagle outfitters,Envela Corporation,branded,2020-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
northern gold & silver exchange,mister car wash,Envela Corporation,branded,2020-03-31,NOT_NORMALIZED,,,0,No data for northern gold & silver exchange in window 1
charleston gold & silver exchange,answear,Envela Corporation,branded,2020-03-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
echo environmental,american eagle outfitters,Envela Corporation,branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
teladvance,under armour,Envela Corporation,branded,2020-03-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
recommerce group,boot barn,Envela Corporation,branded,2020-03-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
envela refining,trustpilot,Envela Corporation,branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
card factory,webjet,Card Factory Plc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
getting personal,webjet,Card Factory Plc,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
the honest company,boot barn,"The Honest Company, Inc.",branded,2020-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
westwing,trustpilot,Westwing Group SED,branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lyko,mister car wash,Lyko Group AB Class AD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ridenow powersports,webjet,"RideNow Group, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hawesko,card factory,Hawesko Holding SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jacques' weindepot,boot barn,Hawesko Holding SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vinos,card factory,Hawesko Holding SED,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
brilliant earth,american eagle outfitters,"Brilliant Earth Group, Inc.",branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bokus,under armour,Bokusgruppen ABD,branded,2025-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
akademibokhandeln,american eagle outfitters,Bokusgruppen ABD,branded,2025-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bokus play,boot barn,Bokusgruppen ABD,branded,2025-03-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421511250099589122) | keyword='bokus play', date_from='2021-01-26', date_to='2026-01-25' | No Content"
abd insurance & financial services,under armour,Pierce Group ABD,branded,2021-03-31,NOT_NORMALIZED,,,0,No data for abd insurance & financial services in window 1
newfront,card factory,Pierce Group ABD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
habitat,mister car wash,CAFOM SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vente-unique.com,answear,CAFOM SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
but,under armour,CAFOM SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sia home fashion,sandro,CAFOM SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
abc meubles,american eagle outfitters,CAFOM SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
direct-matelas.com,mister car wash,CAFOM SAD,branded,2010-01-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
grabagun,boot barn,GrabAGun Digital Holdings Inc.,branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
maisons du monde,webjet,Maisons du Monde SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
modani,american eagle outfitters,Maisons du Monde SAD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
off the hook,mister car wash,Off The Hook YS Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
reifendirekt,under armour,Delticom AGD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
motorradreifendirekt,answear,Delticom AGD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
goodwheel,sandro,Delticom AGD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tyre pneus online,webjet,Delticom AGD,branded,2010-03-31,NOT_NORMALIZED,,,0,No data for tyre pneus online in window 1
weng fine art,card factory,Weng Fine Art AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
weng contemporary,american eagle outfitters,Weng Fine Art AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wfa online,sandro,Weng Fine Art AGD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
farmasi,mister car wash,Able View Global Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dr. c. tuna,trustpilot,Able View Global Inc.,branded,2010-01-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421513914447322114) | keyword='dr. c. tuna', date_from='2021-01-26', date_to='2026-01-25' | No Content"
