keyword,date,value
amana,2011-04-09 03:00:00+03:00,95.70403503867301
amana,2011-04-16 03:00:00+03:00,89.0047525859659
amana,2011-04-23 03:00:00+03:00,95.70403503867301
amana,2011-04-30 03:00:00+03:00,89.96179293635262
amana,2011-05-07 03:00:00+03:00,82.30547013325878
amana,2011-05-14 03:00:00+03:00,83.26251048364551
amana,2011-05-21 03:00:00+03:00,82.30547013325878
amana,2011-05-28 03:00:00+03:00,82.30547013325878
amana,2011-06-04 03:00:00+03:00,87.09067188519244
amana,2011-06-11 03:00:00+03:00,84.21955083403225
amana,2011-06-18 03:00:00+03:00,75.60618768055167
amana,2011-06-25 03:00:00+03:00,85.17659118441898
amana,2011-07-02 03:00:00+03:00,78.47730873171187
amana,2011-07-09 03:00:00+03:00,76.5632280309384
amana,2011-07-16 03:00:00+03:00,82.30547013325878
amana,2011-07-23 03:00:00+03:00,86.1336315348057
amana,2011-07-30 03:00:00+03:00,80.39138943248533
amana,2011-08-06 03:00:00+03:00,81.34842978287206
amana,2011-08-13 03:00:00+03:00,79.43434908209859
amana,2011-08-20 03:00:00+03:00,78.47730873171187
amana,2011-08-27 03:00:00+03:00,75.60618768055167
amana,2011-09-03 03:00:00+03:00,71.77802627900475
amana,2011-09-10 03:00:00+03:00,71.77802627900475
amana,2011-09-17 03:00:00+03:00,67.94986487745784
amana,2011-09-24 03:00:00+03:00,67.94986487745784
amana,2011-10-01 03:00:00+03:00,73.69210697977822
amana,2011-10-08 03:00:00+03:00,70.82098592861803
amana,2011-10-15 03:00:00+03:00,63.164663125524186
amana,2011-10-22 03:00:00+03:00,67.94986487745784
amana,2011-10-29 03:00:00+03:00,67.94986487745784
amana,2011-11-05 02:00:00+02:00,66.03578417668437
amana,2011-11-12 02:00:00+02:00,65.07874382629764
amana,2011-11-19 02:00:00+02:00,66.99282452707111
amana,2011-11-26 02:00:00+02:00,64.12170347591092
amana,2011-12-03 02:00:00+02:00,64.12170347591092
amana,2011-12-10 02:00:00+02:00,64.12170347591092
amana,2011-12-17 02:00:00+02:00,67.94986487745784
amana,2011-12-24 02:00:00+02:00,63.164663125524186
amana,2011-12-31 02:00:00+02:00,64.12170347591092
amana,2012-01-07 02:00:00+02:00,66.03578417668437
amana,2012-01-14 02:00:00+02:00,64.12170347591092
amana,2012-01-21 02:00:00+02:00,63.164663125524186
amana,2012-01-28 02:00:00+02:00,66.03578417668437
amana,2012-02-04 02:00:00+02:00,62.20762277513745
amana,2012-02-11 02:00:00+02:00,62.20762277513745
amana,2012-02-18 02:00:00+02:00,62.20762277513745
amana,2012-02-25 02:00:00+02:00,66.99282452707111
amana,2012-03-03 02:00:00+02:00,64.12170347591092
amana,2012-03-10 02:00:00+02:00,67.94986487745784
amana,2012-03-17 02:00:00+02:00,64.12170347591092
amana,2012-03-24 02:00:00+02:00,68.90690522784456
