keyword,parent,company,funnel,until_date,status,date_range_start,date_range_end,data_points,error
koolaburra by ugg,american eagle outfitters,Deckers Outdoor Corporation,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dsw,trustpilot,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
the shoe company,trustpilot,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
shoe warehouse,webjet,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vince camuto,trustpilot,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jessica simpson collection,american eagle outfitters,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
topo athletic,card factory,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
le tigre,sandro,Designer Brands Inc.,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
torrid,american eagle outfitters,Torrid Holdings Inc.,branded,2021-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
carriage services,mister car wash,"Carriage Services, Inc.",branded,2010-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
versace,card factory,Capri Holdings Limited,branded,2011-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
covergirl,trustpilot,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
max factor,answear,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rimmel,american eagle outfitters,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sally hansen,sandro,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
opi,mister car wash,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
philosophy,answear,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wella professionals,trustpilot,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
clairol,answear,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ghd,boot barn,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
marc jacobs,under armour,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hugo boss,under armour,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gucci,webjet,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
kylie cosmetics,sandro,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lancaster,mister car wash,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
chloé,card factory,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
davidoff,sandro,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
adidas,under armour,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jil sander,sandro,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tiffany & co.,answear,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
miu miu,under armour,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bottega veneta,american eagle outfitters,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
balenciaga,boot barn,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
joop!,sandro,Coty Inc.,branded,2013-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
traeger,trustpilot,"Traeger, Inc.",branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
drivetime,answear,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
o'charley's,boot barn,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ninety nine restaurant & pub,answear,"Cannae Holdings, Inc.",branded,2015-12-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
max & erma's,trustpilot,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bad daddy's burger bar,sandro,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
perkins restaurant & bakery,card factory,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
village inn,mister car wash,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bakers square,webjet,"Cannae Holdings, Inc.",branded,2015-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
chewy,under armour,"Chewy, Inc.",branded,2019-04-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
arm & hammer,answear,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
oxiclean,card factory,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
trojan,answear,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
first response,trustpilot,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
spinbrush,webjet,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
orajel,card factory,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vitafusion,answear,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lil critters,american eagle outfitters,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nair,boot barn,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
batiste,boot barn,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
waterpik,trustpilot,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
flawless,trustpilot,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
zicam,american eagle outfitters,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
simply saline,american eagle outfitters,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
xtra,webjet,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
replens,sandro,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rephresh,webjet,"Church & Dwight Company, Inc.",branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
famous footwear,american eagle outfitters,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sam edelman,trustpilot,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
naturalizer,under armour,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vionic,boot barn,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
allen edmonds,card factory,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
franco sarto,webjet,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dr scholl's shoes,webjet,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
lifestride,answear,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
blowfish malibu,under armour,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
veronica beard,boot barn,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
circus ny,card factory,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ryka,boot barn,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bzees,boot barn,"Caleres, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
burlington,mister car wash,"Burlington Stores, Inc.",branded,2013-10-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
brightstar lottery plc,american eagle outfitters,"Brightstar Lottery PLC Trading under the Legal Name to begin at the market open on July 21, 2025.",branded,2020-03-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
dutch bros coffee,mister car wash,Dutch Bros Inc.,branded,2021-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
boot barn,mister car wash,"Boot Barn Holdings, Inc.",branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sheplers,webjet,"Boot Barn Holdings, Inc.",branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
the buckle,mister car wash,"Buckle, Inc. (The)",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
birkenstock,boot barn,Birkenstock Holding plc,branded,2023-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bed bath & beyond,boot barn,"Bed Bath & Beyond, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
buybuy baby,card factory,"Bed Bath & Beyond, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
harmon face values,mister car wash,"Bed Bath & Beyond, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
cost plus world market,card factory,"Bed Bath & Beyond, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
christmas tree shops,mister car wash,"Bed Bath & Beyond, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
decorist,card factory,"Bed Bath & Beyond, Inc.",branded,2020-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bally's,sandro,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
twin river,american eagle outfitters,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
bally bet,american eagle outfitters,Bally's Corporation,branded,2019-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
bally casino,american eagle outfitters,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tropicana las vegas,trustpilot,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
eldorado shreveport,american eagle outfitters,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
montbleu,webjet,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hard rock biloxi,card factory,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
monkey knife fight,american eagle outfitters,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jackpotjoy,boot barn,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
virgin games,sandro,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
monopoly casino,card factory,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rainbow riches casino,american eagle outfitters,Bally's Corporation,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
devry university,trustpilot,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
keller graduate school of management,card factory,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
chamberlain university,answear,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
walden university,under armour,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
ross university school of medicine,card factory,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
american university of the caribbean school of medicine,mister car wash,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
becker professional education,american eagle outfitters,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
edupristine,boot barn,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
carrington college,card factory,Adtalem Global Education Inc.,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
salomon,card factory,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
arc'teryx,american eagle outfitters,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
wilson,american eagle outfitters,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
louisville slugger,mister car wash,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
demarini,american eagle outfitters,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
suunto,trustpilot,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
peak performance,sandro,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
precor,sandro,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
atec,trustpilot,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
enve composites,webjet,"Amer Sports, Inc.",branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
aramark,american eagle outfitters,Aramark,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
galls,trustpilot,Aramark,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
perks at work,trustpilot,Aramark,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
mcdonald's,under armour,Arcos Dorados Holdings Inc.,branded,2011-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
angel studios,sandro,"Angel Studios, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
the chosen,answear,"Angel Studios, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sound of freedom,trustpilot,"Angel Studios, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dry bar comedy,card factory,"Angel Studios, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tuttle twins,webjet,"Angel Studios, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jonathan & jesus,answear,"Angel Studios, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
abercrombie kids,mister car wash,Abercrombie & Fitch Company,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hollister co.,boot barn,Abercrombie & Fitch Company,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gilly hicks,mister car wash,Abercrombie & Fitch Company,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
american eagle,answear,"American Eagle Outfitters, Inc.",branded,2015-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
aerie,mister car wash,"American Eagle Outfitters, Inc.",branded,2015-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
todd snyder,boot barn,"American Eagle Outfitters, Inc.",branded,2015-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
tailgate,boot barn,"American Eagle Outfitters, Inc.",branded,2015-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
offline by aerie,under armour,"American Eagle Outfitters, Inc.",branded,2015-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
quiet platforms,sandro,"American Eagle Outfitters, Inc.",branded,2015-01-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
accel entertainment,card factory,"Accel Entertainment, Inc.",branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
grand river jackpot,american eagle outfitters,"Accel Entertainment, Inc.",branded,2019-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
century gaming technologies,webjet,"Accel Entertainment, Inc.",branded,2019-06-30,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
pinterest,boot barn,"Pinterest, Inc.",branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
stubhub,trustpilot,"StubHub Holdings, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
viagogo,trustpilot,"StubHub Holdings, Inc.",branded,2025-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
grindr,american eagle outfitters,Grindr Inc.,branded,2023-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
yelp,boot barn,Yelp Inc.,branded,2012-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
eat24,answear,Yelp Inc.,branded,2012-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jumia,answear,Jumia Technologies AG Sponsored ADRDR,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jumia food,card factory,Jumia Technologies AG Sponsored ADRDR,branded,2019-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
jumiapay,boot barn,Jumia Technologies AG Sponsored ADRDR,branded,2019-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
jumia travel,mister car wash,Jumia Technologies AG Sponsored ADRDR,branded,2019-03-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
jumia deals,under armour,Jumia Technologies AG Sponsored ADRDR,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
jumia house,answear,Jumia Technologies AG Sponsored ADRDR,branded,2019-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
coursera,under armour,"Coursera, Inc.",branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fubotv,american eagle outfitters,FuboTV Inc.,branded,2020-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
fubo sports network,answear,FuboTV Inc.,branded,2020-06-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
nextdoor,american eagle outfitters,"Nextdoor Holdings, Inc.",branded,2021-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rich dad education,boot barn,Legacy Education Inc.,branded,2024-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
teachmetotrade,card factory,Legacy Education Inc.,branded,2024-12-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
robotic trading academy,webjet,Legacy Education Inc.,branded,2024-12-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
building wealth,boot barn,Legacy Education Inc.,branded,2024-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
marketing mastery,card factory,Legacy Education Inc.,branded,2024-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
flanigan's seafood bar and grill,american eagle outfitters,"Flanigan's Enterprises, Inc.",branded,2010-01-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
flanigan's liquor store,american eagle outfitters,"Flanigan's Enterprises, Inc.",branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
asd group,answear,Group ASD,branded,2017-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
pandora,webjet,Pandora A/SD,branded,2011-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sport & entertainment a/sd,card factory,Sport & Entertainment A/SD,branded,2010-01-31,success,2021-01-30 02:00:00+02:00,2026-01-24 02:00:00+02:00,261,
bang & olufsen,mister car wash,Bang & Olufsen A/SD,branded,2010-02-28,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
beoplay,card factory,Bang & Olufsen A/SD,branded,2010-02-28,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
agf,sandro,AGF A/S Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
agf fodbold,american eagle outfitters,AGF A/S Class BD,branded,2010-01-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
viafin service,under armour,Viafin Service OyjD,branded,2022-12-31,success,2016-03-05 02:00:00+02:00,2026-01-24 02:00:00+02:00,517,
verkkokauppa.com,trustpilot,Verkkokauppa.com OyjD,branded,2014-09-30,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
rapala,boot barn,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
vmc,webjet,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
sufix,answear,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
storm,american eagle outfitters,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
blue fox,boot barn,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
luhr jensen,webjet,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
dynamite baits,boot barn,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
trigger x,under armour,Rapala VMC OyjD,branded,2010-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
smartstore,trustpilot,Orthex OyjD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
gastromax,card factory,Orthex OyjD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
orthex,boot barn,Orthex OyjD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hammarplast,card factory,Orthex OyjD,branded,2021-03-31,failed,,,0,"Oxylabs API error: 204 (x-oxylabs-job-id=7421298980878844929) | keyword='hammarplast', date_from='2011-04-05', date_to='2016-04-04' | No Content"
okm,sandro,Orthex OyjD,branded,2021-03-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
noho partners,boot barn,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
hanko sushi,trustpilot,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
friends & brgrs,mister car wash,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
elite,webjet,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
savoy,boot barn,NoHo Partners PlcD,branded,2013-12-31,success,2011-04-09 03:00:00+03:00,2026-01-24 02:00:00+02:00,773,
